Surah,Ayah,Rule,FoundInOriginal,FoundInClean
4,119,"مد العوض","","نًا"
4,121,"مد العوض","","صًا"
4,122,"مد العوض","","دًا"
4,122,"مد العوض","","ًّا"
4,122,"مد العوض","","لًا"
4,123,"مد العوض","","رًا"
4,124,"إخفاء النون الساكنة والتنوين","","ٌ ف"
4,124,"مد العوض","","رًا"
4,125,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
4,125,"مد العوض","","فًا"
4,125,"مد العوض","","لًا"
4,126,"مد العوض","","طًا"
4,127,"مد العوض","","مًا"
4,128,"المد العارض للسكون","","خَيْرٌ ۗ"
4,128,"مد العوض","","حًا"
4,128,"مد العوض","","رًا"
4,128,"مد اللين","","خَيْرٌ ۗ"
4,129,"مد العوض","","مًا"
4,130,"مد العوض","","مًا"
4,131,"مد العوض","","دًا"
4,133,"مد العوض","","رًا"
4,134,"مد العوض","","رًا"
4,135,"مد العوض","","رًا"
4,139,"مد العوض","","عًا"
4,141,"إخفاء النون الساكنة والتنوين","","ٌ ق"
4,141,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
4,142,"مد العوض","","لًا"
4,143,"مد العوض","","لًا"
4,146,"مد العوض","","مًا"
4,147,"مد العوض","","مًا"
4,151,"مد العوض","","ًّا"
4,151,"مد العوض","","نًا"
4,152,"مد العوض","","مًا"
4,153,"إخفاء النون الساكنة والتنوين","","ً ف"
4,153,"مد العوض","","نًا"
4,154,"مد العوض","","ظًا"
4,155,"مد العوض","","لًا"
4,156,"مد العوض","","مًا"
4,158,"مد العوض","","مًا"
4,159,"مد العوض","","دًا"
4,160,"مد العوض","","رًا"
4,161,"مد العوض","","مًا"
4,163,"مد العوض","","رًا"
4,164,"مد العوض","","مًا"
4,165,"مد العوض","","مًا"
4,169,"مد العوض","","دًا"
4,169,"مد العوض","","رًا"
4,170,"مد العوض","","مًا"
4,171,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
4,171,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
4,171,"مد العوض","","لًا"
4,172,"مد العوض","","عًا"
4,173,"مد العوض","","رًا"
4,174,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
4,174,"مد العوض","","نًا"
4,175,"مد العوض","","مًا"
4,176,"إخفاء النون الساكنة والتنوين","","ٌ ف"
4,176,"إخفاء النون الساكنة والتنوين","","ً ف"
4,176,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ر"
4,176,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
5,2,"مد العوض","","نًا"
5,3,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
5,3,"المد العارض للسكون","","رَّحِيمٌ"
5,3,"مد العوض","","نًا"
5,5,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
5,5,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
5,6,"إخفاء النون الساكنة والتنوين","","ً ف"
5,6,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
5,9,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
5,9,"المد العارض للسكون","","عَظِيمٌ"
5,12,"مد العوض","","بًا"
5,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
5,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
5,15,"المد العارض للسكون","","مُّبِينٌ"
5,17,"المد العارض للسكون","","قَدِيرٌ"
5,17,"مد العوض","","عًا"
5,18,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
5,19,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
5,19,"المد العارض للسكون","","وَنَذِيرٌ ۗ"
5,19,"المد العارض للسكون","","قَدِيرٌ"
5,32,"مد العوض","","عًا"
5,33,"إخفاء النون الساكنة والتنوين","","ٌ ف"
5,34,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
5,34,"المد العارض للسكون","","رَّحِيمٌ"
5,36,"المد العارض للسكون","","أَلِيمٌ"
5,37,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
5,37,"المد العارض للسكون","","مُّقِيمٌ"
5,38,"المد العارض للسكون","","حَكِيمٌ"
5,39,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
5,40,"المد العارض للسكون","","قَدِيرٌ"
5,41,"المد العارض للسكون","","عَظِيمٌ"
5,42,"مد العوض","","ًٔا"
5,44,"المد العارض للسكون","","وَنُورٌ ۚ"
5,44,"مد العوض","","لًا"
5,45,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
5,45,"المد العارض للسكون","","قِصَاصٌ ۚ"
5,46,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
5,46,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
5,48,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
5,48,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
5,48,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
5,48,"مد العوض","","جًا"
5,52,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
5,58,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
5,58,"مد العوض","","بًا"
5,60,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
5,64,"مد العوض","","رًا"
5,64,"مد العوض","","دًا"
5,66,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
5,66,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
5,68,"مد العوض","","رًا"
5,70,"مد العوض","","لًا"
5,71,"إخفاء النون الساكنة والتنوين","","ٌ ف"
5,71,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
5,73,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
5,74,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
5,74,"المد العارض للسكون","","رَّحِيمٌ"
5,75,"إخفاء النون الساكنة والتنوين","","ٌ ق"
5,76,"مد العوض","","عًا"
5,82,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
5,82,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
5,88,"مد العوض","","بًا"
5,90,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
5,93,"إخفاء النون الساكنة والتنوين","","ٌ ف"
5,94,"المد العارض للسكون","","أَلِيمٌ"
5,95,"إخفاء النون الساكنة والتنوين","","ٌ ط"
5,95,"إخفاء النون الساكنة والتنوين","","ٌ ذ"
5,95,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
5,96,"مد العوض","","مًا"
5,98,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
5,98,"المد العارض للسكون","","رَّحِيمٌ"
5,101,"المد العارض للسكون","","حَلِيمٌ"
5,102,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
5,110,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
5,110,"المد العارض للسكون","","مُّبِينٌ"
5,110,"مد العوض","","لًا"
5,112,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
5,114,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
5,114,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
5,119,"إخفاء النون الساكنة والتنوين","","ٌ ت"
5,119,"مد العوض","","دًا"
6,2,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
6,2,"مد العوض","","لًا"
6,7,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
6,7,"المد العارض للسكون","","مُّبِينٌ"
6,17,"المد العارض للسكون","","قَدِيرٌ"
6,19,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
6,19,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
6,19,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
6,25,"مد العوض","","رًا"
6,31,"إخفاء النون الساكنة والتنوين","","ً ق"
6,32,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
6,32,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
6,34,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
6,37,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
6,37,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
6,39,"إخفاء النون الساكنة والتنوين","","ٌ ف"
6,39,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
6,44,"إخفاء النون الساكنة والتنوين","","ً ف"
6,51,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
6,51,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
6,54,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
6,54,"المد العارض للسكون","","رَّحِيمٌ"
6,60,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
6,63,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
6,70,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
6,70,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
6,70,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
6,71,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
6,76,"مد العوض","","بًا"
6,78,"إخفاء النون الساكنة والتنوين","","ً ق"
6,78,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
6,79,"مد العوض","","فًا"
6,80,"مد العوض","","ًٔا"
6,81,"مد العوض","","نًا"
6,83,"المد العارض للسكون","","عَلِيمٌ"
6,85,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
6,86,"مد العوض","","طًا"
6,91,"مد العوض","","رًا"
6,92,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
6,93,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
6,96,"مد العوض","","نًا"
6,98,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
6,99,"إخفاء النون الساكنة والتنوين","","ً ف"
6,99,"إخفاء النون الساكنة والتنوين","","ٌ د"
6,99,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
6,100,"إقلاب النون الساكنة والتنوين","","ٍ ب"
6,101,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
6,101,"المد العارض للسكون","","عَلِيمٌ"
6,102,"المد العارض للسكون","","وَكِيلٌ"
6,107,"مد العوض","","ظًا"
6,109,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
6,112,"مد العوض","","رًا"
6,114,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
6,114,"مد العوض","","لًا"
6,115,"مد العوض","","لًا"
6,124,"إخفاء النون الساكنة والتنوين","","ٌ ق"
6,124,"إخفاء النون الساكنة والتنوين","","ٌ ش"
6,126,"مد العوض","","مًا"
6,128,"المد العارض للسكون","","عَلِيمٌ"
6,130,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
6,132,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
6,138,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
6,138,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
6,138,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
6,139,"إخفاء النون الساكنة والتنوين","","ً ف"
6,139,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
